bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1565	440	138	0	130	chr7	128478033	128478125	-30867848	-	LSU-rRNA_Hsa	rRNA	rRNA	-3005	2030	1951	3
1566	902	47	0	0	chr7	128697451	128697558	-30648415	+	5S	rRNA	rRNA	15	121	0	3
1566	445	37	0	0	chr7	128697690	128697744	-30648229	+	5S	rRNA	rRNA	3	56	-65	3
1574	454	193	0	0	chr7	129756265	129756353	-29589620	+	5S	rRNA	rRNA	1	88	-33	3
1577	693	91	0	0	chr7	130027276	130027364	-29318609	+	5S	rRNA	rRNA	1	88	-33	3
1581	829	149	0	0	chr7	130602792	130602913	-28743060	-	5S	rRNA	rRNA	0	121	1	3
1593	275	167	0	0	chr7	132239804	132239846	-27106127	-	5S	rRNA	rRNA	-79	42	1	3
1607	240	378	0	0	chr7	133987921	133988003	-25357970	+	5S	rRNA	rRNA	19	100	-21	3
1623	316	290	45	0	chr7	136177445	136177552	-23168421	-	LSU-rRNA_Hsa	rRNA	rRNA	-4659	376	265	3
1655	612	135	0	0	chr7	140370438	140370527	-18975446	+	5S	rRNA	rRNA	2	90	-31	3
1656	687	170	0	0	chr7	140386778	140386890	-18959083	-	5S	rRNA	rRNA	0	121	10	3
1659	386	118	0	0	chr7	140786926	140786977	-18558996	+	5S	rRNA	rRNA	1	51	-70	3
1663	347	24	0	0	chr7	141407542	141407584	-17938389	+	5S	rRNA	rRNA	1	42	-79	3
1679	555	212	9	0	chr7	143454020	143454133	-15891840	+	LSU-rRNA_Hsa	rRNA	rRNA	4920	5033	-2	3
1713	393	165	122	0	chr7	147849883	147849962	-11496011	+	5S	rRNA	rRNA	1	90	-31	3
1720	564	83	12	56	chr7	148784304	148784393	-10561580	-	5S	rRNA	rRNA	-35	86	2	3
1730	246	179	0	0	chr7	150114739	150114778	-9231195	+	5S	rRNA	rRNA	1	39	-82	3
1749	896	86	0	0	chr7	152592974	152593090	-6752883	-	5S	rRNA	rRNA	-4	117	2	3
1759	263	154	0	0	chr7	153986040	153986079	-5359894	-	5S	rRNA	rRNA	-82	39	1	3
77	293	79	0	0	chr8	5111799	5111837	-140026799	+	5S	rRNA	rRNA	5	42	-79	3
613	510	75	111	0	chr8	3700491	3700571	-141438065	+	5S	rRNA	rRNA	1	90	-31	3
616	298	122	0	0	chr8	4181234	4181275	-140957361	+	5S	rRNA	rRNA	2	42	-79	3
641	576	189	0	0	chr8	7392421	7392511	-137746125	+	5S	rRNA	rRNA	1	90	-31	3
645	576	189	0	0	chr8	7919393	7919483	-137219153	-	5S	rRNA	rRNA	-31	90	1	3
652	417	87	233	0	chr8	8831418	8831487	-136307149	+	5S	rRNA	rRNA	1	90	-31	3
660	460	129	14	0	chr8	9876694	9876764	-135261872	-	5S	rRNA	rRNA	-26	95	25	3
666	706	168	9	0	chr8	10686568	10686681	-134451955	+	5S	rRNA	rRNA	1	114	-7	3
677	301	196	0	0	chr8	12087408	12087459	-133051177	-	5S	rRNA	rRNA	-70	51	1	3
679	298	196	0	0	chr8	12333656	12333707	-132804929	-	5S	rRNA	rRNA	-70	51	1	3
688	563	88	111	0	chr8	13536028	13536108	-131602528	+	5S	rRNA	rRNA	1	90	-31	3
689	291	130	0	0	chr8	13721989	13722035	-131416601	+	5S	rRNA	rRNA	45	90	-31	3
720	669	121	0	0	chr8	17748117	17748208	-127390428	+	5S	rRNA	rRNA	1	91	-30	3
736	1271	232	147	23	chr8	19854543	19855019	-125283617	+	LSU-rRNA_Hsa	rRNA	rRNA	4491	5035	0	3
738	309	353	19	0	chr8	20077129	20077231	-125061405	+	LSU-rRNA_Hsa	rRNA	rRNA	4919	5022	-13	3
739	583	122	0	0	chr8	20290173	20290263	-124848373	+	5S	rRNA	rRNA	1	90	-31	3
749	2234	112	12	39	chr8	21598460	21598795	-123539841	+	LSU-rRNA_Hsa	rRNA	rRNA	4037	4362	-673	3
784	784	176	0	0	chr8	26136880	26136999	-119001637	+	5S	rRNA	rRNA	2	120	-1	3
802	683	79	0	0	chr8	28530410	28530499	-116608137	+	5S	rRNA	rRNA	1	89	-32	3
806	681	90	0	0	chr8	29048514	29048603	-116090033	-	5S	rRNA	rRNA	-31	90	2	3
810	236	162	0	0	chr8	29503329	29503366	-115635270	+	LSU-rRNA_Hsa	rRNA	rRNA	4931	4967	-68	3
826	556	211	0	0	chr8	31598114	31598204	-113540432	-	5S	rRNA	rRNA	-31	90	1	3
830	246	209	0	0	chr8	32153576	32153619	-112985017	+	5S	rRNA	rRNA	1	43	-78	3
830	470	127	0	0	chr8	32192077	32192148	-112946488	-	5S	rRNA	rRNA	-36	85	15	3
831	777	38	9	62	chr8	32256495	32256608	-112882028	+	5S	rRNA	rRNA	1	107	-14	3
836	234	349	46	46	chr8	33013359	33013533	-112125103	+	LSU-rRNA_Hsa	rRNA	rRNA	3727	3900	-1135	3
865	460	68	178	0	chr8	36764444	36764518	-108374118	+	5S	rRNA	rRNA	1	90	-31	3
884	288	125	0	0	chr8	39256135	39256175	-105882461	+	5S	rRNA	rRNA	1	40	-81	3
914	279	180	39	0	chr8	43124466	43124516	-102014120	-	5S	rRNA	rRNA	-59	62	11	3
914	225	288	59	26	chr8	43204699	43204813	-101933823	+	5S	rRNA	rRNA	1	118	-3	3
936	2725	179	49	34	chr8	46039948	46040475	-99098161	-	LSU-rRNA_Hsa	rRNA	rRNA	0	5035	4501	3
936	506	195	11	0	chr8	46040473	46040560	-99098076	-	LSU-rRNA_Hsa	rRNA	rRNA	-2340	2695	2608	3
954	649	78	0	0	chr8	48463396	48463473	-96675163	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4958	3
960	266	250	0	0	chr8	49167891	49167939	-95970697	-	5S	rRNA	rRNA	-71	50	3	3
978	639	148	0	0	chr8	51546305	51546393	-93592243	+	5S	rRNA	rRNA	1	88	-33	3
982	274	167	0	0	chr8	52090655	52090697	-93047939	-	5S	rRNA	rRNA	-79	42	1	3
1010	575	136	0	0	chr8	55745229	55745317	-89393319	+	5S	rRNA	rRNA	3	90	-31	3
1011	2165	114	31	3	chr8	55842473	55842782	-89295854	-	LSU-rRNA_Hsa	rRNA	rRNA	-3244	1791	1474	3
1011	954	206	125	29	chr8	55909094	55909477	-89229159	-	LSU-rRNA_Hsa	rRNA	rRNA	-2	5033	4614	3
1014	298	98	0	0	chr8	56289328	56289369	-88849267	-	5S	rRNA	rRNA	-78	43	3	3
1020	531	149	33	0	chr8	57126672	57126759	-88011877	-	5S	rRNA	rRNA	-31	90	1	3
1038	718	78	0	0	chr8	59455884	59455974	-85682662	+	5S	rRNA	rRNA	1	90	-31	3
1044	345	0	0	0	chr8	60243602	60243644	-84894992	+	5S	rRNA	rRNA	1	42	-79	3
1059	332	60	0	39	chr8	62138991	62139043	-82999593	-	5S	rRNA	rRNA	-71	50	1	3
1061	362	350	94	60	chr8	62454924	62455140	-82683496	+	LSU-rRNA_Hsa	rRNA	rRNA	1348	1571	-3464	3
1085	311	143	0	0	chr8	65598124	65598166	-79540470	-	5S	rRNA	rRNA	-79	42	1	3
1096	515	191	0	11	chr8	67099302	67099392	-78039244	+	5S	rRNA	rRNA	2	90	-31	3
1106	1907	180	28	31	chr8	68306205	68306561	-76832075	-	LSU-rRNA_Hsa	rRNA	rRNA	-3316	1719	1365	3
1106	823	156	8	0	chr8	68306559	68306687	-76831949	+	LSU-rRNA_Hsa	rRNA	rRNA	1563	1691	-3344	3
1109	524	171	0	0	chr8	68695656	68695732	-76442904	+	5S	rRNA	rRNA	15	90	-31	3
1116	2903	40	11	3	chr8	69690013	69690385	-75448251	-	LSU-rRNA_Hsa	rRNA	rRNA	-1024	4011	3637	3
1118	626	217	8	0	chr8	69929904	69930024	-75208612	+	5S	rRNA	rRNA	1	121	0	3
1126	274	196	0	0	chr8	70916474	70916520	-74222116	+	5S	rRNA	rRNA	76	121	0	3
1127	236	244	0	0	chr8	71074184	71074225	-74064411	-	5S	rRNA	rRNA	-79	42	2	3
1137	499	123	0	0	chr8	72357732	72357805	-72780831	+	5S	rRNA	rRNA	12	84	-37	3
1164	267	255	0	0	chr8	75993890	75993941	-69144695	-	5S	rRNA	rRNA	-70	51	1	3
1167	326	264	28	19	chr8	76368125	76368233	-68770403	-	LSU-rRNA_Hsa	rRNA	rRNA	-4617	418	310	3
1171	307	113	36	19	chr8	76907462	76907516	-68231120	+	5S	rRNA	rRNA	1	55	-66	3
1224	244	214	0	0	chr8	83761547	83761589	-61377047	+	5S	rRNA	rRNA	2	43	-78	3
1242	352	65	0	0	chr8	86116643	86116689	-59021947	-	5S	rRNA	rRNA	-74	47	2	3
1259	540	151	44	0	chr8	88396461	88396547	-56742089	-	5S	rRNA	rRNA	-31	90	1	3
1275	752	123	0	0	chr8	90511135	90511241	-54627395	+	5S	rRNA	rRNA	15	120	-1	3
1288	799	11	0	0	chr8	92167460	92167550	-52971086	-	5S	rRNA	rRNA	-31	90	1	3
1297	610	133	0	0	chr8	93441276	93441366	-51697270	+	5S	rRNA	rRNA	1	90	-31	3
1299	395	147	157	0	chr8	93697385	93697460	-51441176	+	5S	rRNA	rRNA	2	90	-31	3
1323	264	95	160	0	chr8	96845735	96845777	-48292859	-	5S	rRNA	rRNA	-70	51	2	3
1329	1284	117	64	0	chr8	97565505	97565710	-47572926	+	LSU-rRNA_Hsa	rRNA	rRNA	4816	5034	-1	3
1347	344	169	0	0	chr8	99974107	99974166	-45164470	+	5S	rRNA	rRNA	32	90	-31	3
1359	860	175	0	0	chr8	101537951	101538094	-43600542	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4892	3
1366	240	106	217	0	chr8	102479261	102479308	-42659328	-	LSU-rRNA_Hsa	rRNA	rRNA	-3022	2013	1954	3
1367	376	118	0	0	chr8	102521183	102521234	-42617402	-	5S	rRNA	rRNA	-70	51	1	3
1387	246	122	24	0	chr8	105194652	105194693	-39943943	-	5S	rRNA	rRNA	-79	42	1	3
1408	705	185	8	0	chr8	107884493	107884612	-37254024	+	5S	rRNA	rRNA	1	120	-1	3
1411	566	56	0	0	chr8	108292362	108292433	-36846203	-	LSU-rRNA_Hsa	rRNA	rRNA	-3014	2021	1951	3
1412	409	238	0	0	chr8	108524612	108524692	-36613944	-	5S	rRNA	rRNA	0	121	42	3
1431	238	150	0	0	chr8	110978451	110978491	-34160145	-	5S	rRNA	rRNA	-79	42	3	3
1442	247	125	24	0	chr8	112334110	112334150	-32804486	-	5S	rRNA	rRNA	-80	41	1	3
1447	250	159	0	0	chr8	113013454	113013498	-32125138	-	5S	rRNA	rRNA	-70	51	8	3
1470	697	81	0	0	chr8	116022702	116022789	-29115847	-	5S	rRNA	rRNA	-33	88	2	3
1477	285	53	0	0	chr8	116940059	116940097	-28198539	-	5S	rRNA	rRNA	-83	38	1	3
1499	519	100	0	0	chr8	119891159	119891229	-25247407	-	5S	rRNA	rRNA	-51	70	1	3
1503	282	143	0	0	chr8	120373888	120373930	-24764706	-	5S	rRNA	rRNA	-78	43	2	3
1509	258	167	0	0	chr8	121174903	121174945	-23963691	-	5S	rRNA	rRNA	-79	42	1	3
1523	306	95	0	0	chr8	122945833	122945875	-22192761	+	5S	rRNA	rRNA	1	42	-79	3
1525	358	137	0	0	chr8	123220459	123220510	-21918126	+	5S	rRNA	rRNA	1	51	-70	3
1597	301	119	0	0	chr8	132754273	132754315	-12384321	+	5S	rRNA	rRNA	1	42	-79	3
1633	245	355	13	0	chr8	137459955	137460031	-7678605	+	5S	rRNA	rRNA	1	77	-44	3
1643	559	56	41	0	chr8	138803379	138803450	-6335186	-	5S	rRNA	rRNA	-19	102	29	3
1650	298	340	9	27	chr8	139678155	139678267	-5460369	-	LSU-rRNA_Hsa	rRNA	rRNA	-2293	2742	2633	4
1660	468	152	175	39	chr8	140940561	140940664	-4197972	+	5S	rRNA	rRNA	1	120	-1	4
588	264	167	0	0	chr9	401793	401835	-137992882	+	5S	rRNA	rRNA	1	42	-79	4
594	696	239	74	0	chr9	1212195	1212358	-137182359	-	SSU-rRNA_Hsa	rRNA	rRNA	-1336	533	358	4
595	651	122	0	0	chr9	1333833	1333923	-137060794	+	5S	rRNA	rRNA	1	90	-31	4
620	249	230	11	75	chr9	4691651	4691745	-133702972	-	LSU-rRNA_Hsa	rRNA	rRNA	-4646	389	302	4
621	1865	143	0	4	chr9	4799734	4800000	-133594717	-	SSU-rRNA_Hsa	rRNA	rRNA	-1318	551	287	4
638	302	95	0	0	chr9	7071820	7071862	-131322855	+	5S	rRNA	rRNA	1	42	-79	4
643	252	284	15	0	chr9	7622268	7622335	-130772382	+	LSU-rRNA_Hsa	rRNA	rRNA	4960	5027	-8	4
651	284	159	0	0	chr9	8740132	8740176	-129654541	+	5S	rRNA	rRNA	1	44	-77	4
701	639	172	0	0	chr9	15220865	15220964	-123173753	+	5S	rRNA	rRNA	1	99	-22	4
714	723	177	8	0	chr9	17001119	17001243	-121393474	-	LSU-rRNA_Hsa	rRNA	rRNA	-2958	2077	1953	4
732	331	49	0	0	chr9	19278554	19278595	-119116122	+	LSU-rRNA_Hsa	rRNA	rRNA	1964	2004	-3031	4
733	781	202	0	31	chr9	19492827	19492990	-118901727	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4877	4
753	277	56	0	0	chr9	22108405	22108441	-116286276	-	5S	rRNA	rRNA	-85	36	1	4
783	226	339	59	9	chr9	26081083	26081196	-112313521	-	LSU-rRNA_Hsa	rRNA	rRNA	-3159	1876	1758	4
792	430	143	14	0	chr9	27198286	27198356	-111196361	+	5S	rRNA	rRNA	1	71	-50	4
800	269	234	45	0	chr9	28260564	28260628	-110134089	+	LSU-rRNA_Hsa	rRNA	rRNA	2300	2366	-2669	4
806	297	119	0	0	chr9	29042225	29042267	-109352450	+	5S	rRNA	rRNA	1	42	-79	4
833	573	226	143	35	chr9	32537940	32538169	-105856548	+	SSU-rRNA_Hsa	rRNA	rRNA	1610	1867	-2	4
838	336	128	0	0	chr9	33219985	33220032	-105174685	-	LSU-rRNA_Hsa	rRNA	rRNA	-3022	2013	1967	4
841	234	342	14	20	chr9	33658624	33658773	-104735944	+	LSU-rRNA_Hsa	rRNA	rRNA	3753	3900	-1135	4
845	583	118	55	0	chr9	34206156	34206241	-104188476	-	5S	rRNA	rRNA	-31	90	1	4
870	423	145	194	0	chr9	37421883	37421966	-100972751	-	5S	rRNA	rRNA	-10	111	9	4
899	723	134	17	8	chr9	41237437	41237557	-97157160	-	5S	rRNA	rRNA	0	121	1	4
1064	734	93	25	25	chr9	62802317	62802438	-75592279	-	5S	rRNA	rRNA	0	121	1	4
1071	706	126	17	8	chr9	63813189	63813309	-74581408	+	5S	rRNA	rRNA	1	121	0	4
1113	315	119	0	0	chr9	69220268	69220310	-69174407	-	5S	rRNA	rRNA	-79	42	1	4
1136	598	123	0	0	chr9	72299752	72299833	-66094884	-	5S	rRNA	rRNA	-35	86	6	4
1145	322	73	0	0	chr9	73430305	73430346	-64964371	-	5S	rRNA	rRNA	-79	42	2	4
1147	273	125	0	0	chr9	73750930	73750970	-64643747	-	5S	rRNA	rRNA	-81	40	1	4
1147	640	114	0	0	chr9	73750970	73751058	-64643659	-	5S	rRNA	rRNA	-1	120	33	4
1169	1762	80	36	5	chr9	76571732	76572034	-61822683	+	LSU-rRNA_Hsa	rRNA	rRNA	4695	5034	-1	4
1186	361	120	0	0	chr9	78888860	78888910	-59505807	-	5S	rRNA	rRNA	-71	50	1	4
1206	567	174	0	0	chr9	81421720	81421806	-56972911	+	SSU-rRNA_Hsa	rRNA	rRNA	1214	1299	-570	4
1209	431	139	112	0	chr9	81885496	81885575	-56509142	+	5S	rRNA	rRNA	2	90	-31	4
1218	237	179	0	0	chr9	83083230	83083269	-55311448	+	5S	rRNA	rRNA	1	39	-82	4
1225	251	154	0	0	chr9	84003501	84003540	-54391177	+	5S	rRNA	rRNA	1	39	-82	4
1237	323	160	0	0	chr9	85467440	85467490	-52927227	-	5S	rRNA	rRNA	-71	50	1	4
1256	308	98	0	0	chr9	87991541	87991582	-50403135	+	5S	rRNA	rRNA	2	42	-79	4
1299	450	239	0	0	chr9	93600799	93600891	-44793826	-	5S	rRNA	rRNA	-28	93	2	4
1310	426	179	215	0	chr9	95142446	95142541	-43252176	-	5S	rRNA	rRNA	0	121	1	4
1316	640	124	0	0	chr9	95905004	95905093	-42489624	+	5S	rRNA	rRNA	1	89	-32	4
1341	741	56	0	0	chr9	99145876	99145965	-39248752	-	5S	rRNA	rRNA	-31	90	2	4
1373	1036	265	31	34	chr9	103290130	103290450	-35104267	+	LSU-rRNA_Hsa	rRNA	rRNA	1	319	-4716	4
1376	474	151	122	0	chr9	103689487	103689573	-34705144	-	5S	rRNA	rRNA	-19	102	5	4
1380	235	347	0	0	chr9	104283594	104283669	-34111048	+	LSU-rRNA_Hsa	rRNA	rRNA	1497	1571	-3464	4
1385	263	226	0	0	chr9	104877433	104877486	-33517231	-	5S	rRNA	rRNA	-2	119	67	4
1400	548	189	0	0	chr9	106843776	106843866	-31550851	-	5S	rRNA	rRNA	-31	90	1	4
1402	530	101	112	0	chr9	107200782	107200861	-31193856	+	5S	rRNA	rRNA	2	90	-31	4
1413	558	99	100	0	chr9	108636317	108636398	-29758319	+	5S	rRNA	rRNA	1	90	-31	4
1424	290	143	0	0	chr9	110016217	110016259	-28378458	+	5S	rRNA	rRNA	1	42	-79	4
1435	504	191	11	0	chr9	111411653	111411742	-26982975	-	5S	rRNA	rRNA	-31	90	1	4
1441	227	171	0	24	chr9	112212360	112212402	-26182315	-	5S	rRNA	rRNA	-80	41	1	4
1441	745	78	0	0	chr9	112252257	112252347	-26142370	+	5S	rRNA	rRNA	1	90	-31	4
1508	335	222	90	0	chr9	121105132	121105213	-17289504	+	5S	rRNA	rRNA	1	89	-32	4
1511	304	119	0	0	chr9	121490333	121490375	-16904342	+	5S	rRNA	rRNA	1	42	-79	4
1531	621	66	0	0	chr9	124051458	124051534	-14343183	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4959	4
1560	404	176	0	0	chr9	127841149	127841217	-10553500	-	5S	rRNA	rRNA	-50	71	4	4
1566	309	226	0	0	chr9	128668886	128668948	-9725769	+	LSU-rRNA_Hsa	rRNA	rRNA	1953	2014	-3021	4
1566	259	336	9	61	chr9	128686212	128686326	-9708391	+	LSU-rRNA_Hsa	rRNA	rRNA	3024	3131	-1904	4
1585	265	154	0	0	chr9	131189238	131189277	-7205440	-	5S	rRNA	rRNA	-82	39	1	4
1607	249	274	0	0	chr9	134075051	134075113	-4319604	+	5S	rRNA	rRNA	2	63	-58	4
1636	1107	170	5	0	chr9	137792882	137793070	-601647	+	LSU-rRNA_Hsa	rRNA	rRNA	4846	5034	-1	4
585	311	327	32	39	chrM	2589	2745	-13824	+	LSU-rRNA_Hsa	rRNA	rRNA	3753	3907	-1128	4
594	525	236	0	9	chrX	1300253	1300364	-154740531	-	5S	rRNA	rRNA	0	121	12	4
654	865	158	0	0	chrX	9133828	9133948	-146906947	+	5S	rRNA	rRNA	2	121	0	4
656	338	247	0	0	chrX	9403936	9404013	-146636882	+	5S	rRNA	rRNA	7	83	-38	4
656	302	172	11	171	chrX	9404183	9404288	-146636607	+	5S	rRNA	rRNA	2	89	-32	4
656	333	203	0	75	chrX	9406158	9406238	-146634657	+	5S	rRNA	rRNA	2	75	-46	4
656	329	216	0	170	chrX	9409883	9409989	-146630906	+	5S	rRNA	rRNA	2	89	-32	4
656	333	203	0	75	chrX	9410927	9411007	-146629888	+	5S	rRNA	rRNA	2	75	-46	4
656	328	219	0	172	chrX	9411859	9411975	-146628920	+	5S	rRNA	rRNA	2	97	-24	4
656	260	246	0	76	chrX	9412905	9412984	-146627911	+	5S	rRNA	rRNA	3	75	-46	4
656	333	203	0	75	chrX	9413949	9414029	-146626866	+	5S	rRNA	rRNA	2	75	-46	4
686	249	135	0	0	chrX	13241604	13241641	-142799254	-	5S	rRNA	rRNA	-82	39	3	4
688	302	190	79	0	chrX	13573877	13573935	-142466960	+	LSU-rRNA_Hsa	rRNA	rRNA	3886	3948	-1087	4
688	681	275	74	0	chrX	13575638	13575838	-142465057	+	LSU-rRNA_Hsa	rRNA	rRNA	4202	4417	-618	4
709	254	311	29	70	chrX	16334242	16334286	-139706609	+	SSU-rRNA_Hsa	rRNA	rRNA	892	932	-937	4
709	254	311	29	70	chrX	16334683	16334780	-139706115	+	SSU-rRNA_Hsa	rRNA	rRNA	933	1027	-842	4
719	278	143	0	0	chrX	17630237	17630279	-138410616	+	5S	rRNA	rRNA	1	42	-79	4
720	270	143	0	0	chrX	17823685	17823727	-138217168	+	5S	rRNA	rRNA	1	42	-79	4
763	426	59	0	0	chrX	23447716	23447767	-132593128	+	5S	rRNA	rRNA	1	51	-70	4
796	446	165	105	12	chrX	27708402	27708488	-128332407	+	5S	rRNA	rRNA	2	96	-25	4
806	529	110	0	0	chrX	28970736	28970809	-127070086	+	5S	rRNA	rRNA	49	121	0	4
806	886	107	0	0	chrX	28982849	28982970	-127057925	-	5S	rRNA	rRNA	0	121	1	4
820	435	301	31	0	chrX	30891068	30891224	-125149671	+	LSU-rRNA_Hsa	rRNA	rRNA	4829	4989	-46	4
829	589	167	0	0	chrX	32102064	32102154	-123938741	+	5S	rRNA	rRNA	1	90	-31	4
833	624	213	7	68	chrX	32593471	32593617	-123447278	+	SSU-rRNA_Hsa	rRNA	rRNA	384	520	-1349	4
846	634	133	0	0	chrX	34215957	34216047	-121824848	+	SSU-rRNA_Hsa	rRNA	rRNA	1454	1543	-326	4
855	257	311	103	16	chrX	35512013	35512137	-120528758	-	LSU-rRNA_Hsa	rRNA	rRNA	-703	4332	4197	4
875	293	143	0	0	chrX	38053575	38053617	-117987278	+	5S	rRNA	rRNA	1	42	-79	4
900	706	67	0	0	chrX	41292797	41292887	-114748008	+	5S	rRNA	rRNA	1	90	-31	4
926	358	137	0	0	chrX	44705406	44705457	-111335438	-	5S	rRNA	rRNA	-70	51	1	4
945	395	115	0	76	chrX	47316112	47316178	-108724717	-	LSU-rRNA_Hsa	rRNA	rRNA	-3025	2010	1950	4
950	1857	200	14	39	chrX	47890039	47890403	-108150492	-	LSU-rRNA_Hsa	rRNA	rRNA	-4656	379	25	4
952	504	209	11	0	chrX	48206257	48206348	-107834547	+	5S	rRNA	rRNA	1	92	-29	4
952	363	47	0	0	chrX	48223451	48223494	-107817401	+	5S	rRNA	rRNA	1	43	-78	4
953	517	148	0	120	chrX	48235352	48235452	-107805443	-	5S	rRNA	rRNA	-33	88	1	4
955	591	122	0	0	chrX	48562160	48562242	-107478653	-	5S	rRNA	rRNA	-39	82	1	4
956	307	143	0	0	chrX	48634873	48634915	-107405980	+	5S	rRNA	rRNA	1	42	-79	4
972	328	207	0	0	chrX	50802675	50802733	-105238162	-	5S	rRNA	rRNA	-63	58	1	4
986	568	187	11	0	chrX	52665230	52665321	-103375574	+	5S	rRNA	rRNA	1	92	-29	4
995	299	184	20	0	chrX	53746112	53746161	-102294734	-	5S	rRNA	rRNA	-70	51	2	4
996	671	146	91	0	chrX	53909053	53909163	-102131732	+	5S	rRNA	rRNA	1	121	0	4
999	404	147	55	29	chrX	54377187	54377257	-101663638	+	LSU-rRNA_Hsa	rRNA	rRNA	4954	5025	-10	4
1006	283	146	0	0	chrX	55261606	55261647	-100779248	-	5S	rRNA	rRNA	-79	42	2	4
1025	347	160	0	0	chrX	57762627	57762677	-98278218	-	5S	rRNA	rRNA	-71	50	1	4
1074	287	167	0	0	chrX	64141069	64141111	-91899784	+	5S	rRNA	rRNA	1	42	-79	4
1116	1036	41	0	0	chrX	69672478	69672599	-86368296	+	5S	rRNA	rRNA	1	121	0	4
1120	701	91	0	0	chrX	70253042	70253130	-85787765	+	5S	rRNA	rRNA	2	89	-32	4
1130	243	244	0	0	chrX	71434964	71435005	-84605890	+	5S	rRNA	rRNA	2	42	-79	4
1152	230	158	0	0	chrX	74356171	74356209	-81684686	-	5S	rRNA	rRNA	-82	39	2	4
1169	668	111	0	0	chrX	76655037	76655127	-79385768	-	5S	rRNA	rRNA	-31	90	1	4
1172	855	157	0	0	chrX	77066708	77066829	-78974066	+	5S	rRNA	rRNA	1	121	0	4
1177	369	146	0	0	chrX	77699457	77699512	-78341383	+	LSU-rRNA_Hsa	rRNA	rRNA	1954	2008	-3027	4
1178	290	79	0	0	chrX	77837199	77837237	-78203658	+	5S	rRNA	rRNA	1	38	-83	4
1205	310	95	0	0	chrX	81394408	81394450	-74646445	-	5S	rRNA	rRNA	-79	42	1	4
1235	571	143	0	0	chrX	85310073	85310150	-70730745	-	5S	rRNA	rRNA	-29	92	16	4
1262	355	307	0	0	chrX	88828252	88828340	-67212555	+	LSU-rRNA_Hsa	rRNA	rRNA	4874	4961	-74	4
1267	395	133	0	16	chrX	89480758	89480819	-66560076	+	LSU-rRNA_Hsa	rRNA	rRNA	4639	4698	-337	4
1267	718	57	0	0	chrX	89480819	89480907	-66559988	+	LSU-rRNA_Hsa	rRNA	rRNA	4545	4632	-403	4
1267	319	93	0	0	chrX	89480901	89480944	-66559951	+	LSU-rRNA_Hsa	rRNA	rRNA	1744	1786	-3249	4
1314	671	122	0	0	chrX	95582063	95582153	-60458742	+	5S	rRNA	rRNA	1	90	-31	4
1326	425	154	114	0	chrX	97148596	97148674	-58892221	+	5S	rRNA	rRNA	2	89	-32	4
1329	766	263	39	5	chrX	97517867	97518066	-58522829	+	LSU-rRNA_Hsa	rRNA	rRNA	1880	2085	-2950	4
1329	668	257	0	125	chrX	97518063	97518263	-58522632	+	LSU-rRNA_Hsa	rRNA	rRNA	1706	1880	-3155	4
1339	247	81	26	0	chrX	98898088	98898125	-57142770	-	5S	rRNA	rRNA	-76	45	8	4
1365	286	77	0	0	chrX	102303257	102303296	-53737599	+	5S	rRNA	rRNA	1	39	-82	4
1366	286	77	0	0	chrX	102383818	102383857	-53657038	-	5S	rRNA	rRNA	-82	39	1	4
1371	244	143	0	0	chrX	103128418	103128453	-52912442	+	5S	rRNA	rRNA	1	35	-86	4
1377	672	122	0	0	chrX	103850822	103850912	-52189983	-	5S	rRNA	rRNA	-31	90	1	4
1393	289	122	0	0	chrX	105940147	105940188	-50100707	-	5S	rRNA	rRNA	-80	41	1	4
1405	247	179	0	0	chrX	107592319	107592358	-48448537	+	5S	rRNA	rRNA	1	39	-82	4
1406	321	71	0	0	chrX	107719320	107719362	-48321533	+	5S	rRNA	rRNA	1	42	-79	4
1417	4045	21	2	4	chrX	109054118	109054600	-46986295	+	LSU-rRNA_Hsa	rRNA	rRNA	3636	4116	-919	4
1436	792	133	0	8	chrX	111669827	111669948	-44370947	-	5S	rRNA	rRNA	-1	120	1	4
1455	364	140	0	0	chrX	114134293	114134343	-41906552	-	5S	rRNA	rRNA	-71	50	1	4
1472	238	287	23	110	chrX	116389961	116390106	-39650789	+	LSU-rRNA_Hsa	rRNA	rRNA	1260	1391	-3644	4
1477	266	122	0	0	chrX	117000881	117000922	-39039973	-	5S	rRNA	rRNA	-79	42	2	4
1486	999	226	15	79	chrX	118199948	118200227	-37840668	-	SSU-rRNA_Hsa	rRNA	rRNA	-487	1382	1122	4
1525	235	209	0	0	chrX	123254190	123254233	-32786662	+	5S	rRNA	rRNA	1	43	-78	4
1531	303	139	0	0	chrX	124063481	124063524	-31977371	-	5S	rRNA	rRNA	-78	43	1	4
1535	251	179	0	0	chrX	124551192	124551231	-31489664	-	5S	rRNA	rRNA	-81	40	2	4
1572	895	77	8	0	chrX	129436530	129436647	-26604248	-	5S	rRNA	rRNA	-3	118	1	4
1573	285	143	0	0	chrX	129599754	129599796	-26441099	-	5S	rRNA	rRNA	-79	42	1	4
